DPTO,MPIO,CODIGO_DE_LA_ARL,AÑO_DE_INFORME,MES_DE_INFORME,ACTIVEC,RELA_DEP,RELA_INDEP,PRESUACCIDETRASUCE,MUERTES_REPOR_AT,NUEVAPENSIOINVA_R_AT,NUEVAPENSIOINVA_R_EL,INCAPERMAPARCIAR_AT,INCAPERMAPARCIAR_EL
Cundinamarca,GUTIÉRREZ,1423,2019,11,2013001,0,0,0,0,0,0,0,0
Boyacá,TIBASOSA,1423,2019,11,1924101,1,0,0,0,0,0,0,0
Meta,PUERTO LÓPEZ,1423,2019,11,1919901,12,1,0,0,0,0,0,0
Meta,GRANADA,1423,2019,11,2731002,10,0,0,0,0,0,0,0
Valle del Cauca,EL CERRITO,1423,2019,11,5453002,7,0,0,0,0,0,0,0
Antioquia,MEDELLÍN,1423,2019,11,5261003,26,0,0,0,0,0,0,0
Antioquia,TURBO,1423,2019,11,3515101,6,0,0,0,0,0,0,0
Valle del Cauca,PALMIRA,1423,2019,11,3361302,1,0,0,0,0,0,0,0
Amazonas,EL ENCANTO,1423,2019,11,1504001,3,0,0,0,0,0,0,0
Córdoba,MONTERÍA,1423,2019,11,3921901,1,0,0,0,0,0,0,0
Antioquia,ENVIGADO,1423,2019,11,2209001,3,0,0,0,0,0,0,0
Boyacá,DUITAMA,1423,2019,11,4749502,5,0,0,0,0,0,0,0
Cundinamarca,VILLA DE SAN DIEGO DE UBATE,1423,2019,11,1552101,45,0,0,0,0,0,0,0
Risaralda,PEREIRA,1423,2019,11,5269401,4,0,0,0,0,0,0,0
La Guajira,MAICAO,1423,2019,11,1513101,62,0,0,0,0,0,0,0
Caquetá,FLORENCIA,1423,2019,11,2153001,8,0,0,0,0,0,0,0
Antioquia,ENTRERRIOS,1423,2019,11,5289901,5,0,0,0,0,0,0,0
Casanare,AGUAZUL,1423,2019,11,2516101,3,0,0,0,0,0,0,0
Cundinamarca,TOCAIMA,1423,2019,11,1702001,2,0,0,0,0,0,0,0
Córdoba,PLANETA RICA,1423,2019,11,1525101,4,0,0,0,0,0,0,0
Caquetá,FLORENCIA,1423,2019,11,1950001,159,2,1,0,0,0,0,0
Santander,AGUADA,1423,2019,11,3014003,0,0,0,0,0,0,0,0
Cauca,PUERTO TEJADA,1423,2019,11,2924102,1,0,0,0,0,0,0,0
Arauca,SARAVENA,1423,2019,11,1513401,0,0,0,0,0,0,0,0
Guaviare,SAN JOSÉ DEL GUAVIARE,1423,2019,11,2921401,0,0,0,0,0,0,0,0
Casanare,PAZ DE ARIPORO,1423,2019,11,1512401,3,0,0,0,0,0,0,0
Santander,SAN VICENTE DE CHUCURÍ,1423,2019,11,2013001,1,0,0,0,0,0,0,0
Cundinamarca,MEDINA,1423,2019,11,2153001,10,0,0,0,0,0,0,0
Santander,LOS SANTOS,1423,2019,11,1505201,0,0,0,0,0,0,0,0
Valle del Cauca,CALI,1423,2019,11,1515901,493,12,0,0,0,0,0,0
Norte de Santander,CÚCUTA,1423,2019,11,3252901,119,0,1,0,0,0,0,0
"Bogotá, D.C.","BOGOTÁ, D.C.",1423,2019,11,4050202,49,1,0,0,0,0,0,0
Cundinamarca,FUNZA,1423,2019,11,3851101,1,0,0,0,0,0,0,0
Antioquia,EBÉJICO,1423,2019,11,1522101,0,1,0,0,0,0,0,0
Huila,PITALITO,1423,2019,11,2361301,0,0,0,0,0,0,0,0
Quindio,ARMENIA,1423,2019,11,2924102,4,0,0,0,0,0,0,0
Boyacá,TUNJA,1423,2019,11,2501101,3,0,0,0,0,0,0,0
"Archipiélago de San Andrés, Providencia y Santa Catalina",PROVIDENCIA,1423,2019,11,1515901,2,0,0,0,0,0,0,0
Sucre,SINCELEJO,1423,2019,11,3369401,0,0,0,0,0,0,0,0
Sucre,SINCELEJO,1423,2019,11,3631001,2,0,0,0,0,0,0,0
Valle del Cauca,CANDELARIA,1423,2019,11,5452201,0,1,0,0,0,0,0,0
Casanare,VILLANUEVA,1423,2019,11,4712102,0,0,0,0,0,0,0,0
Bolívar,TURBACO,1423,2019,11,5851501,2,0,0,0,0,0,0,0
Cundinamarca,CHOACHÍ,1423,2019,11,2011601,7,0,0,0,0,0,0,0
Risaralda,MARSELLA,1423,2019,11,1523201,3,0,0,0,0,0,0,0
La Guajira,MAICAO,1423,2019,11,3142201,23,0,0,0,0,0,0,0
Cundinamarca,NILO,1423,2019,11,1552201,5,0,0,0,0,0,0,0
Cundinamarca,FUSAGASUGÁ,1423,2019,11,1522201,9,0,0,0,0,0,0,0
Casanare,AGUAZUL,1423,2019,11,2642501,9,0,0,0,0,0,0,0
Huila,SUAZA,1423,2019,11,2749901,1,0,0,0,0,0,0,0
Antioquia,CIUDAD BOLÍVAR,1423,2019,11,1511201,2,0,0,0,0,0,0,0
Meta,CASTILLA LA NUEVA,1423,2019,11,2011301,4,1,0,0,0,0,0,0
Cundinamarca,MOSQUERA,1423,2019,11,1514201,0,0,0,0,0,0,0,0
Huila,NEIVA,1423,2019,11,2511102,0,0,0,0,0,0,0,0
Huila,PALESTINA,1423,2019,11,1751201,18,40,0,0,0,0,0,0
Norte de Santander,CÚCUTA,1423,2019,11,5455101,2,0,0,0,0,0,0,0
Cundinamarca,FUNZA,1423,2019,11,2192401,12,0,0,0,0,0,0,0
Sucre,SAN JUAN DE BETULIA,1423,2019,11,2552901,0,0,0,0,0,0,0,0
Cundinamarca,SESQUILÉ,1423,2019,11,5452102,0,0,0,0,0,0,0,0
Cauca,POPAYÁN,1423,2019,11,2924901,8,0,0,0,0,0,0,0
Cundinamarca,LA MESA,1423,2019,11,2642501,1,0,0,0,0,0,0,0
Risaralda,DOSQUEBRADAS,1423,2019,11,5454101,3,0,0,0,0,0,0,0
Meta,PUERTO LÓPEZ,1423,2019,11,2020101,0,0,0,0,0,0,0,0
Antioquia,TURBO,1423,2019,11,4611201,23,0,0,0,0,0,0,0
Valle del Cauca,LA UNIÓN,1423,2019,11,1751201,4,0,0,0,0,0,0,0
Cesar,CHIRIGUANÁ,1423,2019,11,3410001,19,0,0,0,0,0,0,0
Caldas,MANIZALES,1423,2019,11,1919101,558,4,0,0,0,0,0,0
Antioquia,MEDELLÍN,1423,2019,11,4749202,28,1,0,0,0,0,0,0
Nariño,LOS ANDES,1423,2019,11,5453002,0,0,0,0,0,0,0,0
Antioquia,ENTRERRIOS,1423,2019,11,4514102,10,0,1,0,0,0,0,0
Nariño,TANGUA,1423,2019,11,5451201,0,0,0,0,0,0,0,0
Cundinamarca,APULO,1423,2019,11,5141101,6,0,0,0,0,0,0,0
Cundinamarca,UNE,1423,2019,11,1751201,30,26,0,0,0,0,0,0
Tolima,MARIQUITA,1423,2019,11,1523101,1,0,0,0,0,0,0,0
Santander,SAN GIL,1423,2019,11,1524101,2,0,0,0,0,0,0,0
Antioquia,APARTADÓ,1423,2019,11,2924102,3,20,0,0,0,0,0,0
Cundinamarca,SOPÓ,1423,2019,11,5289203,2,0,0,0,0,0,0,0
La Guajira,HATO NUEVO,1423,2019,11,5742101,1,0,0,0,0,0,0,0
Antioquia,LA ESTRELLA,1423,2019,11,5281201,1,0,0,0,0,0,0,0
Boyacá,MONIQUIRÁ,1423,2019,11,3551902,1,0,0,0,0,0,0,0
Nariño,CÓRDOBA,1423,2019,11,3851101,14,72,0,0,0,0,0,0
Meta,PUERTO LÓPEZ,1423,2019,11,1552201,2,0,0,0,0,0,0,0
Antioquia,ENTRERRIOS,1423,2019,11,2742102,7,0,0,0,0,0,0,0
Santander,MÁLAGA,1423,2019,11,1950001,1,0,0,0,0,0,0,0
Huila,RIVERA,1423,2019,11,3505101,0,0,0,0,0,0,0,0
Cundinamarca,SUBACHOQUE,1423,2019,11,4524104,5,0,0,0,0,0,0,0
Boyacá,MONIQUIRÁ,1423,2019,11,1741401,0,0,0,0,0,0,0,0
Valle del Cauca,GUADALAJARA DE BUGA,1423,2019,11,4269301,2,0,0,0,0,0,0,0
Antioquia,ITAGUI,1423,2019,11,3369401,0,0,0,0,0,0,0,0
Valle del Cauca,BUENAVENTURA,1423,2019,11,2553001,9,0,0,0,0,0,0,0
Norte de Santander,SAN CAYETANO,1423,2019,11,4604201,1,0,0,0,0,0,0,0
Santander,PIEDECUESTA,1423,2019,11,2013001,9,0,0,0,0,0,0,0
Sucre,SAMPUÉS,1423,2019,11,2731002,0,0,0,0,0,0,0,0
Risaralda,DOSQUEBRADAS,1423,2019,11,5454902,0,0,0,0,0,0,0,0
Santander,BUCARAMANGA,1423,2019,11,5203001,22,9,0,0,0,0,0,0
Boyacá,RÁQUIRA,1423,2019,11,2521902,7,0,0,0,0,0,0,0
Córdoba,CERETÉ,1423,2019,11,1524601,0,0,0,0,0,0,0,0
Boyacá,SOGAMOSO,1423,2019,11,1659301,3,1,0,0,0,0,0,0
Atlántico,BARRANQUILLA,1423,2019,11,5742101,3233,42,15,0,0,0,0,0
Tolima,ROVIRA,1423,2019,11,1512401,2,0,0,0,0,0,0,0
Sucre,SAN LUIS DE SINCÉ,1423,2019,11,4602201,32,0,0,0,0,0,0,0
Antioquia,CHIGORODÓ,1423,2019,11,2512101,27,0,0,0,0,0,0,0
Atlántico,MALAMBO,1423,2019,11,3505101,1,0,0,0,0,0,0,0
Cundinamarca,FACATATIVÁ,1423,2019,11,1523301,15,0,0,0,0,0,0,0
Bolívar,TURBACO,1423,2019,11,2242401,8,0,0,0,0,0,0,0
Putumayo,MOCOA,1423,2019,11,2672101,0,0,0,0,0,0,0,0
Santander,PALMAR,1423,2019,11,3851101,3,7,0,0,0,0,0,0
Valle del Cauca,CALI,1423,2019,11,1526901,145,5,0,0,0,0,0,0
Antioquia,RETIRO,1423,2019,11,1552101,21,2,0,0,0,0,0,0
Norte de Santander,ABREGO,1423,2019,11,5454902,10,0,0,0,0,0,0,0
Valle del Cauca,JAMUNDÍ,1423,2019,11,2552901,14,0,0,0,0,0,0,0
Antioquia,SABANETA,1423,2019,11,1524501,2,0,0,0,0,0,0,0
Cauca,PIAMONTE,1423,2019,11,5452201,0,0,0,0,0,0,0,0
Putumayo,ORITO,1423,2019,11,1721001,0,0,0,0,0,0,0,0
Norte de Santander,TIBÚ,1423,2019,11,2749901,1,0,0,0,0,0,0,0
Vichada,PUERTO CARREÑO,1423,2019,11,2013001,13,0,0,0,0,0,0,0
Córdoba,TIERRALTA,1423,2019,11,1523901,11,0,0,0,0,0,0,0
Cundinamarca,CARMEN DE CARUPA,1423,2019,11,2012101,1,0,0,0,0,0,0,0
Risaralda,PEREIRA,1423,2019,11,3369902,6,0,0,0,0,0,0,0
Santander,CIMITARRA,1423,2019,11,5712201,12,0,0,0,0,0,0,0
Cundinamarca,GIRARDOT,1423,2019,11,2222001,2,0,0,0,0,0,0,0
Cundinamarca,VILLA DE SAN DIEGO DE UBATE,1423,2019,11,1521901,1,0,0,0,0,0,0,0
Antioquia,ITAGUI,1423,2019,11,4251301,18,0,0,0,0,0,0,0
Antioquia,GUARNE,1423,2019,11,5201001,46,0,2,0,0,0,0,0
Tolima,HONDA,1423,2019,11,2013001,4,0,0,0,0,0,0,0
Magdalena,SANTA MARTA,1423,2019,11,3749501,5,0,0,0,0,0,0,0
Cauca,SANTANDER DE QUILICHAO,1423,2019,11,1741201,5,0,0,0,0,0,0,0
Santander,BARBOSA,1423,2019,11,4604201,9,1,0,0,0,0,0,0
Cauca,POPAYÁN,1423,2019,11,5143201,2,0,0,0,0,0,0,0
Cundinamarca,FACATATIVÁ,1423,2019,11,4402001,34,0,0,0,0,0,0,0
Santander,ZAPATOCA,1423,2019,11,3159201,2,0,0,0,0,0,0,0
Cundinamarca,GIRARDOT,1423,2019,11,1524501,1,0,0,0,0,0,0,0
Nariño,PASTO,1423,2019,11,1522401,17,0,0,0,0,0,0,0
Caquetá,SOLANO,1423,2019,11,3505101,1,0,0,0,0,0,0,0
Santander,BARRANCABERMEJA,1423,2019,11,1749901,8,0,0,0,0,0,0,0
Caldas,VILLAMARÍA,1423,2019,11,2012101,18,0,0,0,0,0,0,0
Antioquia,ALEJANDRÍA,1423,2019,11,1513201,0,0,0,0,0,0,0,0
Atlántico,BARRANQUILLA,1423,2019,11,1523601,37,3,0,0,0,0,0,0
Valle del Cauca,CALI,1423,2019,11,5712201,146,0,4,0,0,0,0,0
Quindio,ARMENIA,1423,2019,11,2552901,134,13,1,0,0,0,0,0
Antioquia,ENTRERRIOS,1423,2019,11,2852001,0,0,0,0,0,0,0,0
Antioquia,CALDAS,1423,2019,11,3924102,0,0,0,0,0,0,0,0
Cundinamarca,COGUA,1423,2019,11,3321001,6,0,0,0,0,0,0,0
Cesar,SAN ALBERTO,1423,2019,11,1919901,21,0,0,0,0,0,0,0
Sucre,COROZAL,1423,2019,11,2012901,3,0,0,0,0,0,0,0
Huila,GARZÓN,1423,2019,11,2642301,0,0,0,0,0,0,0,0
Putumayo,PUERTO ASÍS,1423,2019,11,1515901,5,0,0,0,0,0,0,0
Santander,FLORIDABLANCA,1423,2019,11,5752401,0,0,0,0,0,0,0,0
Caquetá,CARTAGENA DEL CHAIRÁ,1423,2019,11,1523301,1,0,0,0,0,0,0,0
Boyacá,PAZ DE RÍO,1423,2019,11,1751201,26,24,0,0,0,0,0,0
Antioquia,CISNEROS,1423,2019,11,3505101,2,0,0,0,0,0,0,0
Atlántico,SABANALARGA,1423,2019,11,4602201,122,1,0,0,0,0,0,0
"Archipiélago de San Andrés, Providencia y Santa Catalina",SAN ANDRÉS,1423,2019,11,1524301,13,0,0,0,0,0,0,0
Cundinamarca,EL ROSAL,1423,2019,11,4289903,35,0,1,0,0,0,0,0
Arauca,ARAUCA,1423,2019,11,2524102,2,0,0,0,0,0,0,0
Magdalena,SANTA MARTA,1423,2019,11,3551902,22,0,0,0,0,0,0,0
Antioquia,RETIRO,1423,2019,11,1749901,4,0,0,0,0,0,0,0
Cauca,TIMBIQUÍ,1423,2019,11,3851101,12,1,0,0,0,0,0,0
Santander,FLORIDABLANCA,1423,2019,11,4251301,0,0,0,0,0,0,0,0
Quindio,ARMENIA,1423,2019,11,1513601,16,0,0,0,0,0,0,0
Quindio,MONTENEGRO,1423,2019,11,1523501,1,0,0,0,0,0,0,0
Caquetá,VALPARAÍSO,1423,2019,11,1751501,1,0,0,0,0,0,0,0
Bolívar,ACHÍ,1423,2019,11,2642401,1,0,0,0,0,0,0,0
Chocó,QUIBDÓ,1423,2019,11,3289101,6,0,0,0,0,0,0,0
Caquetá,EL PAUJIL,1423,2019,11,5014004,0,0,0,0,0,0,0,0
La Guajira,URIBIA,1423,2019,11,1804201,614,29,0,0,0,0,0,0
Santander,ARATOCA,1423,2019,11,2512101,1,0,0,0,0,0,0,0
Caldas,MANIZALES,1423,2019,11,1751401,28,15,0,0,0,0,0,0
Córdoba,PLANETA RICA,1423,2019,11,2551201,4,0,0,0,0,0,0,0
Valle del Cauca,EL CERRITO,1423,2019,11,1801101,22,1,0,0,0,0,0,0
Risaralda,PUEBLO RICO,1423,2019,11,1749901,0,0,0,0,0,0,0,0
Atlántico,BARRANQUILLA,1423,2019,11,3319001,4,6,0,0,0,0,0,0
Valle del Cauca,ANDALUCÍA,1423,2019,11,4712102,0,0,0,0,0,0,0,0
Sucre,SAN PEDRO,1423,2019,11,1851201,0,0,0,0,0,0,0,0
Cesar,LA PAZ,1423,2019,11,1950001,1,0,0,0,0,0,0,0
Córdoba,CHINÚ,1423,2019,11,4502001,0,0,0,0,0,0,0,0
Sucre,MAJAGUAL,1423,2019,11,1513501,0,0,0,0,0,0,0,0
Cundinamarca,GUTIÉRREZ,1423,2019,11,1751201,38,8,0,0,0,0,0,0
Antioquia,LA CEJA,1423,2019,11,2642401,2,0,0,0,0,0,0,0
Cesar,SAN MARTÍN,1423,2019,11,4604102,0,0,0,0,0,0,0,0
Antioquia,ENVIGADO,1423,2019,11,1511901,8,0,0,0,0,0,0,0
Valle del Cauca,YUMBO,1423,2019,11,4604201,202,11,0,0,0,0,0,0
Tolima,LÉRIDA,1423,2019,11,1524401,3,0,0,0,0,0,0,0
Risaralda,PEREIRA,1423,2019,11,3359201,0,0,0,0,0,0,0,0
Caldas,LA DORADA,1423,2019,11,4749202,1,0,0,0,0,0,0,0
Valle del Cauca,FLORIDA,1423,2019,11,4633902,2,0,0,0,0,0,0,0
Huila,RIVERA,1423,2019,11,2050101,105,0,0,0,0,0,0,0
Antioquia,RIONEGRO,1423,2019,11,3923301,35,0,0,0,0,0,0,0
Antioquia,TITIRIBÍ,1423,2019,11,1919901,0,0,0,0,0,0,0,0
"Bogotá, D.C.","BOGOTÁ, D.C.",1423,2019,11,3359101,0,0,0,0,0,0,0,0
Santander,GALÁN,1423,2019,11,1950001,0,0,0,0,0,0,0,0
Nariño,PASTO,1423,2019,11,1512301,2,0,0,0,0,0,0,0
Huila,NEIVA,1423,2019,11,5261003,0,0,0,0,0,0,0,0
Cesar,AGUACHICA,1423,2019,11,5752301,329,0,1,0,0,0,0,0
Córdoba,PLANETA RICA,1423,2019,11,1515301,8,1,0,0,0,0,0,0
Córdoba,CIÉNAGA DE ORO,1423,2019,11,2514101,1,0,0,0,0,0,0,0
Santander,FLORIDABLANCA,1423,2019,11,3011201,0,0,0,0,0,0,0,0
Antioquia,LA CEJA,1423,2019,11,1523101,11,0,0,0,0,0,0,0
Sucre,SAN JUAN DE BETULIA,1423,2019,11,2749901,0,0,0,0,0,0,0,0
Antioquia,SONSON,1423,2019,11,1853201,19,0,0,0,0,0,0,0
Antioquia,GRANADA,1423,2019,11,3924102,3,0,0,0,0,0,0,0
Caquetá,FLORENCIA,1423,2019,11,4241201,8,6,0,0,0,0,0,0
Meta,FUENTE DE ORO,1423,2019,11,5851501,0,0,0,0,0,0,0,0
Norte de Santander,CÚCUTA,1423,2019,11,2242401,11,0,0,0,0,0,0,0
"Archipiélago de San Andrés, Providencia y Santa Catalina",SAN ANDRÉS,1423,2019,11,2222001,0,0,0,0,0,0,0,0
Cundinamarca,GIRARDOT,1423,2019,11,3524101,14,0,0,0,0,0,0,0
Valle del Cauca,GUADALAJARA DE BUGA,1423,2019,11,3851101,11,5,0,0,0,0,0,0
Antioquia,CÁCERES,1423,2019,11,4900002,6,0,0,0,0,0,0,0
Nariño,PASTO,1423,2019,11,1919901,1035,242,3,0,0,0,0,0
Valle del Cauca,YUMBO,1423,2019,11,3252901,1,0,0,0,0,0,0,0
Santander,PIEDECUESTA,1423,2019,11,5742101,86,1,0,0,0,0,0,0
Sucre,COROZAL,1423,2019,11,1505201,2,0,0,0,0,0,0,0
Quindio,LA TEBAIDA,1423,2019,11,1523101,5,0,0,0,0,0,0,0
Antioquia,MEDELLÍN,1423,2019,11,5141401,20,0,0,0,0,0,0,0
Cesar,VALLEDUPAR,1423,2019,11,2725001,11,0,0,0,0,0,0,0
Antioquia,RIONEGRO,1423,2019,11,1702001,53,0,0,0,0,0,0,0
Cundinamarca,MADRID,1423,2019,11,2749201,5,0,0,0,0,0,0,0
Atlántico,BARRANQUILLA,1423,2019,11,1524401,71,1,0,0,0,0,0,0
Antioquia,GIRARDOTA,1423,2019,11,1513101,2,0,0,0,0,0,0,0
"Bogotá, D.C.","BOGOTÁ, D.C.",1423,2019,11,1930201,526,63,0,0,0,0,0,0
Magdalena,ALGARROBO,1423,2019,11,3851101,14,0,0,0,0,0,0,0
Antioquia,SABANETA,1423,2019,11,5203001,0,0,0,0,0,0,0,0
Valle del Cauca,TULUÁ,1423,2019,11,5851101,1,0,0,0,0,0,0,0
Casanare,MANÍ,1423,2019,11,4502001,0,0,0,0,0,0,0,0
Nariño,SAN ANDRES DE TUMACO,1423,2019,11,1751401,3,0,0,0,0,0,0,0
Valle del Cauca,GUADALAJARA DE BUGA,1423,2019,11,2642301,11,0,0,0,0,0,0,0
Caldas,MANIZALES,1423,2019,11,1805001,3240,321,6,0,0,0,0,0
Boyacá,CÓMBITA,1423,2019,11,5752401,1,0,0,0,0,0,0,0
Chocó,TADÓ,1423,2019,11,1522101,3,0,0,0,0,0,0,0
Cauca,POPAYÁN,1423,2019,11,2050101,0,0,0,0,0,0,0,0
Boyacá,TIBANÁ,1423,2019,11,3151102,0,0,0,0,0,0,0,0
Valle del Cauca,ZARZAL,1423,2019,11,1851201,5,0,0,0,0,0,0,0
Boyacá,SOMONDOCO,1423,2019,11,1014001,0,3,0,0,0,0,0,0
Nariño,SAN ANDRES DE TUMACO,1423,2019,11,1749901,9,0,0,0,0,0,0,0
Santander,BARBOSA,1423,2019,11,3152102,45,0,0,0,0,0,0,0
Nariño,SANDONÁ,1423,2019,11,5451201,31,0,0,0,0,0,0,0
Cesar,SAN MARTÍN,1423,2019,11,5454902,44,0,0,0,0,0,0,0
Antioquia,ENVIGADO,1423,2019,11,3552302,13,0,0,0,0,0,0,0
Risaralda,PEREIRA,1423,2019,11,3552302,39,0,0,0,0,0,0,0
Norte de Santander,EL ZULIA,1423,2019,11,2552901,12,0,0,0,0,0,0,0
Caldas,AGUADAS,1423,2019,11,3369902,2,0,0,0,0,0,0,0
Boyacá,DUITAMA,1423,2019,11,1522201,27,0,0,0,0,0,0,0
Antioquia,MEDELLÍN,1423,2019,11,1552201,740,7,2,0,0,0,0,0
Huila,PALESTINA,1423,2019,11,3505101,4,0,0,0,0,0,0,0
Cauca,PURACÉ,1423,2019,11,1522201,0,0,0,0,0,0,0,0
Antioquia,SANTA BÁRBARA,1423,2019,11,1950001,16,0,0,0,0,0,0,0
Antioquia,ITAGUI,1423,2019,11,3642601,0,0,0,0,0,0,0,0
Sucre,SAN PEDRO,1423,2019,11,2749901,1,0,0,0,0,0,0,0
Antioquia,GUARNE,1423,2019,11,2551201,4,0,1,0,0,0,0,0
Antioquia,TURBO,1423,2019,11,1513501,13,0,0,0,0,0,0,0
Atlántico,BARANOA,1423,2019,11,1950001,8,0,0,0,0,0,0,0
Cundinamarca,PARATEBUENO,1423,2019,11,2153001,2,0,0,0,0,0,0,0
Antioquia,LA ESTRELLA,1423,2019,11,2174901,3,0,0,0,0,0,0,0
Valle del Cauca,CARTAGO,1423,2019,11,1524601,7,0,0,0,0,0,0,0
Valle del Cauca,ALCALÁ,1423,2019,11,1014001,0,3,0,0,0,0,0,0
Santander,ZAPATOCA,1423,2019,11,2852001,5,0,0,0,0,0,0,0
Antioquia,ENVIGADO,1423,2019,11,4292501,4,0,0,0,0,0,0,0
Atlántico,MALAMBO,1423,2019,11,1804101,0,0,0,0,0,0,0,0
Cundinamarca,AGUA DE DIOS,1423,2019,11,5701001,6,0,0,0,0,0,0,0
Caldas,MANIZALES,1423,2019,11,1514201,21,0,0,0,0,0,0,0
Antioquia,APARTADÓ,1423,2019,11,5269502,4,0,0,0,0,0,0,0
Boyacá,CHIQUINQUIRÁ,1423,2019,11,2011101,2,0,0,0,0,0,0,0
Arauca,ARAUCA,1423,2019,11,5452102,104,3,0,0,0,0,0,0
Cauca,PIENDAMÓ,1423,2019,11,1511201,4,2,0,0,0,0,0,0
Cesar,VALLEDUPAR,1423,2019,11,1513201,14,0,0,0,0,0,0,0
Antioquia,RIONEGRO,1423,2019,11,1523101,18,0,0,0,0,0,0,0
Valle del Cauca,CALI,1423,2019,11,5851101,117,142,0,0,0,0,0,0
Valle del Cauca,JAMUNDÍ,1423,2019,11,3242201,2,0,0,0,0,0,0,0
Caldas,MANIZALES,1423,2019,11,1742101,65,16,0,0,0,0,0,0
Boyacá,GUATEQUE,1423,2019,11,3524101,2,0,0,0,0,0,0,0
Quindio,QUIMBAYA,1423,2019,11,3172001,0,0,0,0,0,0,0,0
"Bogotá, D.C.","BOGOTÁ, D.C.",1423,2019,11,1660101,1378,41,0,0,0,0,0,0
Quindio,MONTENEGRO,1423,2019,11,1523901,3,0,0,0,0,0,0,0
Antioquia,JERICÓ,1423,2019,11,1702001,3,0,0,0,0,0,0,0
Santander,SAN GIL,1423,2019,11,1801101,4,0,0,0,0,0,0,0
Caldas,VILLAMARÍA,1423,2019,11,3503001,11,0,0,0,0,0,0,0
Boyacá,VILLA DE LEYVA,1423,2019,11,3924902,1,0,1,0,0,0,0,0
Antioquia,ENVIGADO,1423,2019,11,3158902,4,0,0,0,0,0,0,0
Boyacá,SAMACÁ,1423,2019,11,3223201,0,0,0,0,0,0,0,0
Huila,GIGANTE,1423,2019,11,3524101,3,0,0,0,0,0,0,0
Cundinamarca,CAJICÁ,1423,2019,11,5851501,1,1,0,0,0,0,0,0
Norte de Santander,CHINÁCOTA,1423,2019,11,1552101,38,0,0,0,0,0,0,0
Bolívar,CÓRDOBA,1423,2019,11,2012101,0,0,0,0,0,0,0,0
Antioquia,TURBO,1423,2019,11,2050101,1,1,0,0,0,0,0,0
Huila,GARZÓN,1423,2019,11,5851101,0,0,0,0,0,0,0,0
Valle del Cauca,BUENAVENTURA,1423,2019,11,1524301,2,0,0,0,0,0,0,0
Boyacá,BUENAVISTA,1423,2019,11,1751401,2,0,0,0,0,0,0,0
Córdoba,PLANETA RICA,1423,2019,11,1523401,16,0,0,0,0,0,0,0
Bolívar,CARTAGENA,1423,2019,11,5511303,0,1,0,0,0,0,0,0
Quindio,FILANDIA,1423,2019,11,1751201,24,152,0,0,0,0,0,0
Cundinamarca,FUSAGASUGÁ,1423,2019,11,1651501,3,0,0,0,0,0,0,0
Valle del Cauca,GUADALAJARA DE BUGA,1423,2019,11,1523101,22,0,0,0,0,0,0,0
Guaviare,SAN JOSÉ DEL GUAVIARE,1423,2019,11,1521901,0,0,0,0,0,0,0,0
Caldas,MANIZALES,1423,2019,11,3242402,18,0,0,0,0,0,0,0
Antioquia,CAMPAMENTO,1423,2019,11,2514101,0,0,0,0,0,0,0,0
Atlántico,SOLEDAD,1423,2019,11,1950001,9,0,0,0,0,0,0,0
Cundinamarca,FUSAGASUGÁ,1423,2019,11,2011801,0,0,0,0,0,0,0,0
Antioquia,RIONEGRO,1423,2019,11,1523401,109,0,0,0,0,0,0,0
Valle del Cauca,RESTREPO,1423,2019,11,1521101,4,0,0,0,0,0,0,0
Antioquia,CAREPA,1423,2019,11,5455901,4,0,0,0,0,0,0,0
Arauca,ARAUCA,1423,2019,11,1722001,6,0,0,0,0,0,0,0
Santander,CHARALÁ,1423,2019,11,1659501,0,0,0,0,0,0,0,0
Atlántico,SABANALARGA,1423,2019,11,2014002,6,0,0,0,0,0,0,0
Santander,MÁLAGA,1423,2019,11,1504001,0,0,0,0,0,0,0,0
Tolima,MELGAR,1423,2019,11,1515301,1,0,0,0,0,0,0,0
Antioquia,SAN VICENTE,1423,2019,11,2013001,0,0,0,0,0,0,0,0
Cundinamarca,MOSQUERA,1423,2019,11,3341001,36,39,0,0,0,0,0,0
Valle del Cauca,CALI,1423,2019,11,3269601,0,0,0,0,0,0,0,0
Cundinamarca,FUSAGASUGÁ,1423,2019,11,1526901,3,0,0,0,0,0,0,0
Putumayo,PUERTO ASÍS,1423,2019,11,4621101,2,0,0,0,0,0,0,0
Boyacá,RÁQUIRA,1423,2019,11,5101001,362,1,7,0,0,0,0,1
Antioquia,PUERTO BERRÍO,1423,2019,11,3014003,285,1,3,0,0,0,0,0
Cesar,VALLEDUPAR,1423,2019,11,5712201,28,0,0,0,0,0,0,0
Antioquia,FREDONIA,1423,2019,11,3014003,0,1,0,0,0,0,0,0
Cauca,PUERTO TEJADA,1423,2019,11,5452102,0,0,0,0,0,0,0,0
Antioquia,PUEBLORRICO,1423,2019,11,2553001,1,0,0,0,0,0,0,0
Cesar,GAMARRA,1423,2019,11,1801101,19,0,0,0,0,0,0,0
Valle del Cauca,CALI,1423,2019,11,4402001,3,1,0,0,0,0,0,0
Boyacá,SOGAMOSO,1423,2019,11,2012901,2,0,0,0,0,0,0,0
Nariño,IPIALES,1423,2019,11,3930101,3,0,0,0,0,0,0,0
Norte de Santander,OCAÑA,1423,2019,11,2012301,15,0,0,0,0,0,0,0
