DPTO,MPIO,CODIGO_DE_LA_ARL,AÑO_DE_INFORME,MES_DE_INFORME,ACTIVEC,RELA_DEP,RELA_INDEP,PRESUACCIDETRASUCE,MUERTES_REPOR_AT,NUEVAPENSIOINVA_R_AT,NUEVAPENSIOINVA_R_EL,INCAPERMAPARCIAR_AT,INCAPERMAPARCIAR_EL
Antioquia,FREDONIA,1423,2019,11,1801101,13,0,0,0,0,0,0,0
Meta,VILLAVICENCIO,1423,2019,11,1524601,2,0,0,0,0,0,0,0
Córdoba,PUERTO LIBERTADOR,1423,2019,11,2014002,6,0,0,0,0,0,0,0
Valle del Cauca,CALI,1423,2019,11,3210202,116,2,0,0,0,0,0,0
Caquetá,PUERTO RICO,1423,2019,11,1521901,1,0,0,0,0,0,0,0
Risaralda,MISTRATÓ,1423,2019,11,2551101,4,0,0,0,0,0,0,0
Cesar,VALLEDUPAR,1423,2019,11,3181003,0,0,0,0,0,0,0,0
Bolívar,MOMPÓS,1423,2019,11,5451201,0,0,0,0,0,0,0,0
Córdoba,MONTERÍA,1423,2019,11,1731001,0,0,0,0,0,0,0,0
Antioquia,COPACABANA,1423,2019,11,5203001,28,0,0,0,0,0,0,0
Amazonas,LETICIA,1423,2019,11,4749302,2,0,0,0,0,0,0,0
Boyacá,CHINAVITA,1423,2019,11,1512501,0,0,0,0,0,0,0,0
Norte de Santander,CÚCUTA,1423,2019,11,4289301,13,0,0,0,0,0,0,0
La Guajira,RIOHACHA,1423,2019,11,1722001,3,2,0,0,0,0,0,0
Risaralda,DOSQUEBRADAS,1423,2019,11,3289902,89,0,0,0,0,0,0,0
Putumayo,MOCOA,1423,2019,11,4453001,19,0,0,0,0,0,0,0
Antioquia,CONCORDIA,1423,2019,11,1919901,3,0,0,0,0,0,0,0
Santander,LEBRIJA,1423,2019,11,5752401,6,0,0,0,0,0,0,0
Antioquia,EL SANTUARIO,1423,2019,11,3153002,12,0,0,0,0,0,0,0
Caldas,RISARALDA,1423,2019,11,1523301,1,0,0,0,0,0,0,0
Antioquia,EL BAGRE,1423,2019,11,1552101,4,0,0,0,0,0,0,0
Valle del Cauca,JAMUNDÍ,1423,2019,11,1919101,3,0,0,0,0,0,0,0
Putumayo,MOCOA,1423,2019,11,1522201,14,0,0,0,0,0,0,0
Santander,VÉLEZ,1423,2019,11,5454302,1,0,0,0,0,0,0,0
Caldas,VILLAMARÍA,1423,2019,11,2642401,26,0,0,0,0,0,0,0
Antioquia,APARTADÓ,1423,2019,11,5351101,19,0,0,0,0,0,0,0
Cauca,PADILLA,1423,2019,11,3157201,12,0,0,0,0,0,0,0
Nariño,PASTO,1423,2019,11,1724001,0,0,0,0,0,0,0,0
Antioquia,CIUDAD BOLÍVAR,1423,2019,11,1749901,0,0,0,0,0,0,0,0
Bolívar,ACHÍ,1423,2019,11,5712201,1,0,0,0,0,0,0,0
Caldas,CHINCHINÁ,1423,2019,11,2512101,4,0,0,0,0,0,0,0
Cesar,SAN ALBERTO,1423,2019,11,1524101,2,0,0,0,0,0,0,0
Valle del Cauca,PALMIRA,1423,2019,11,5454902,0,0,0,0,0,0,0,0
Nariño,PASTO,1423,2019,11,5132001,1,0,0,0,0,0,0,0
Norte de Santander,LA ESPERANZA,1423,2019,11,1950001,1,0,0,0,0,0,0,0
Boyacá,JERICÓ,1423,2019,11,5101001,69,1,1,0,0,0,0,0
Cundinamarca,FUNZA,1423,2019,11,2521902,0,0,0,0,0,0,0,0
Magdalena,SANTA MARTA,1423,2019,11,4133901,2,0,0,0,0,0,0,0
Atlántico,SOLEDAD,1423,2019,11,2711101,0,0,0,0,0,0,0,0
Cundinamarca,GACHANCIPÁ,1423,2019,11,2552401,0,0,0,0,0,0,0,0
Meta,PUERTO LÓPEZ,1423,2019,11,1552101,21,0,0,0,0,0,0,0
Putumayo,MOCOA,1423,2019,11,2551101,28,0,0,0,0,0,0,0
"Bogotá, D.C.","BOGOTÁ, D.C.",1423,2019,11,4601001,4,5,0,0,0,0,0,0
Santander,SOCORRO,1423,2019,11,1741101,6,0,0,0,0,0,0,0
Boyacá,PAUNA,1423,2019,11,2551101,1,0,0,0,0,0,0,0
Santander,BUCARAMANGA,1423,2019,11,2749901,128,5,0,0,0,0,0,0
La Guajira,BARRANCAS,1423,2019,11,1524301,1,0,0,0,0,0,0,0
Casanare,TRINIDAD,1423,2019,11,2551101,1,0,0,0,0,0,0,0
Santander,SAN GIL,1423,2019,11,3900001,7,0,0,0,0,0,0,0
Boyacá,PUERTO BOYACÁ,1423,2019,11,5455101,0,0,0,0,0,0,0,0
Cundinamarca,VILLA DE SAN DIEGO DE UBATE,1423,2019,11,1524401,2,0,0,0,0,0,0,0
Norte de Santander,OCAÑA,1423,2019,11,4401001,0,0,0,0,0,0,0,0
Guaviare,SAN JOSÉ DEL GUAVIARE,1423,2019,11,2749301,0,0,0,0,0,0,0,0
Bolívar,CARTAGENA,1423,2019,11,1174201,2,0,0,0,0,0,0,0
Norte de Santander,CÚCUTA,1423,2019,11,1805001,3772,336,2,0,0,0,0,0
Nariño,EL TAMBO,1423,2019,11,3505101,9,0,0,0,0,0,0,0
Córdoba,SAN ANTERO,1423,2019,11,5742101,15,0,0,0,0,0,0,0
Antioquia,MEDELLÍN,1423,2019,11,3292901,16,0,0,0,0,0,0,0
Casanare,YOPAL,1423,2019,11,3011201,18,0,0,0,0,0,0,0
Tolima,PALOCABILDO,1423,2019,11,1751201,58,12,0,0,0,0,0,0
Cundinamarca,SUBACHOQUE,1423,2019,11,4603201,1,0,0,0,0,0,0,0
Cundinamarca,ZIPAQUIRÁ,1423,2019,11,1523301,16,0,0,0,0,0,0,0
Norte de Santander,PAMPLONA,1423,2019,11,1523301,13,0,0,0,0,0,0,0
Cesar,AGUSTÍN CODAZZI,1423,2019,11,1521101,22,0,0,0,0,0,0,0
Boyacá,GUATEQUE,1423,2019,11,2012201,2,0,0,0,0,0,0,0
Quindio,ARMENIA,1423,2019,11,5455101,0,0,0,0,0,0,0,0
Magdalena,FUNDACIÓN,1423,2019,11,1552201,9,0,0,0,0,0,0,0
Cundinamarca,NOCAIMA,1423,2019,11,2514101,2,0,0,0,0,0,0,0
Caquetá,SAN VICENTE DEL CAGUÁN,1423,2019,11,1504001,3,0,0,0,0,0,0,0
Magdalena,ALGARROBO,1423,2019,11,1950001,1,0,0,0,0,0,0,0
Cundinamarca,COTA,1423,2019,11,1659501,14,0,0,0,0,0,0,0
Valle del Cauca,ROLDANILLO,1423,2019,11,2521902,3,0,0,0,0,0,0,0
Antioquia,ITAGUI,1423,2019,11,1515301,8,0,0,0,0,0,0,0
Sucre,SAN MARCOS,1423,2019,11,1802101,57,0,0,0,0,0,0,0
Antioquia,SONSON,1423,2019,11,4602101,0,0,0,0,0,0,0,0
Amazonas,LETICIA,1423,2019,11,3292201,1,0,0,0,0,0,0,0
Casanare,YOPAL,1423,2019,11,3014003,247,1,1,0,0,0,0,0
Cundinamarca,TOCANCIPÁ,1423,2019,11,3319001,10,0,0,0,0,0,0,0
Cundinamarca,FACATATIVÁ,1423,2019,11,1524601,0,0,0,0,0,0,0,0
Córdoba,MONTERÍA,1423,2019,11,1515401,1,0,0,0,0,0,0,0
La Guajira,RIOHACHA,1423,2019,11,1713001,0,1,0,0,0,0,0,0
Atlántico,BARRANQUILLA,1423,2019,11,3369902,2,0,0,0,0,0,0,0
Cesar,AGUACHICA,1423,2019,11,2851302,1,0,0,0,0,0,0,0
Valle del Cauca,TULUÁ,1423,2019,11,4514102,7,0,0,0,0,0,0,0
Nariño,PASTO,1423,2019,11,5752401,56,49,0,0,0,0,0,0
Huila,LA PLATA,1423,2019,11,2514101,15,0,0,0,0,0,0,0
Cundinamarca,FUNZA,1423,2019,11,4523903,0,0,0,0,0,0,0,0
Antioquia,ENVIGADO,1423,2019,11,4261002,4,0,0,0,0,0,0,0
Santander,BUCARAMANGA,1423,2019,11,2553001,42,0,0,0,0,0,0,0
Boyacá,DUITAMA,1423,2019,11,4604301,12,2,0,0,0,0,0,0
Norte de Santander,LOURDES,1423,2019,11,3011201,0,0,0,0,0,0,0,0
Cundinamarca,CAJICÁ,1423,2019,11,3203001,0,1,0,0,0,0,0,0
Vichada,PUERTO CARREÑO,1423,2019,11,5752201,0,3,0,0,0,0,0,0
Cundinamarca,NEMOCÓN,1423,2019,11,2012101,71,0,1,0,0,0,0,0
Valle del Cauca,CALI,1423,2019,11,5633201,0,0,0,0,0,0,0,0
Cauca,SANTANDER DE QUILICHAO,1423,2019,11,2511301,0,0,0,0,0,0,0,0
Boyacá,TUNJA,1423,2019,11,4269902,5,0,0,0,0,0,0,0
Boyacá,CUBARÁ,1423,2019,11,1751201,30,29,1,0,0,0,0,0
Meta,ACACÍAS,1423,2019,11,1522101,4,0,0,0,0,0,0,0
Huila,TESALIA,1423,2019,11,2012901,4,0,0,0,0,0,0,0
Quindio,MONTENEGRO,1423,2019,11,2551901,0,0,0,0,0,0,0,0
Cundinamarca,CHÍA,1423,2019,11,2361101,1,1,0,0,0,0,0,0
Valle del Cauca,GUADALAJARA DE BUGA,1423,2019,11,1713001,0,0,0,0,0,0,0,0
Cundinamarca,ARBELÁEZ,1423,2019,11,5452102,3,0,0,0,0,0,0,0
Valle del Cauca,EL CERRITO,1423,2019,11,1552201,11,0,0,0,0,0,0,0
Nariño,PASTO,1423,2019,11,4454901,4,0,0,0,0,0,0,0
Valle del Cauca,YUMBO,1423,2019,11,4402001,0,0,0,0,0,0,0,0
Santander,CIMITARRA,1423,2019,11,3012501,0,0,0,0,0,0,0,0
Casanare,TAURAMENA,1423,2019,11,2012301,2,0,0,0,0,0,0,0
Boyacá,SOGAMOSO,1423,2019,11,5291301,0,1,0,0,0,0,0,0
Cauca,POPAYÁN,1423,2019,11,3552302,1,0,0,0,0,0,0,0
Boyacá,BUSBANZÁ,1423,2019,11,1751201,10,5,0,0,0,0,0,0
Cundinamarca,PACHO,1423,2019,11,3505101,13,0,0,0,0,0,0,0
Norte de Santander,VILLA DEL ROSARIO,1423,2019,11,1741201,3,0,0,0,0,0,0,0
Atlántico,BARRANQUILLA,1423,2019,11,3311001,0,0,0,0,0,0,0,0
Antioquia,RIONEGRO,1423,2019,11,1924201,17,0,0,0,0,0,0,0
Atlántico,SOLEDAD,1423,2019,11,4621101,3,0,0,0,0,0,0,0
Córdoba,CERETÉ,1423,2019,11,1741401,11,0,0,0,0,0,0,0
Meta,ACACÍAS,1423,2019,11,1524201,3,0,0,0,0,0,0,0
Caldas,CHINCHINÁ,1423,2019,11,1524101,2,0,0,0,0,0,0,0
Sucre,COVEÑAS,1423,2019,11,1523101,6,0,0,0,0,0,0,0
Antioquia,MEDELLÍN,1423,2019,11,2011701,343,15,10,0,0,0,0,0
Nariño,PASTO,1423,2019,11,1514201,4,0,0,0,0,0,0,0
Putumayo,PUERTO ASÍS,1423,2019,11,1504001,54,1,0,0,0,0,0,0
La Guajira,VILLANUEVA,1423,2019,11,1522501,3,0,0,0,0,0,0,0
Nariño,PASTO,1423,2019,11,4604201,410,1,1,0,0,0,0,0
Caldas,ANSERMA,1423,2019,11,2749201,1,0,0,0,0,0,0,0
Cesar,BECERRIL,1423,2019,11,1950001,6,0,0,0,0,0,0,0
Santander,GIRÓN,1423,2019,11,1524401,4,1,0,0,0,0,0,0
Caldas,MANIZALES,1423,2019,11,2209001,7,1,0,0,0,0,0,0
Atlántico,BARANOA,1423,2019,11,2011901,0,0,0,0,0,0,0,0
Valle del Cauca,YUMBO,1423,2019,11,5742101,45,0,1,0,0,0,0,0
Valle del Cauca,TULUÁ,1423,2019,11,1741201,36,3,1,0,0,0,0,0
Caldas,SUPÍA,1423,2019,11,5752401,8,0,0,0,0,0,0,0
Antioquia,ENVIGADO,1423,2019,11,5454902,6,0,0,0,0,0,0,0
Antioquia,LA PINTADA,1423,2019,11,1512501,0,0,0,0,0,0,0,0
"Bogotá, D.C.","BOGOTÁ, D.C.",1423,2019,11,3203001,219,11,1,0,0,0,0,0
Cauca,CAJIBÍO,1423,2019,11,1522301,5,0,0,0,0,0,0,0
Antioquia,AMAGÁ,1423,2019,11,5701001,5,0,0,0,0,0,0,0
Tolima,ESPINAL,1423,2019,11,2711101,28,0,0,0,0,0,0,0
Cundinamarca,CHÍA,1423,2019,11,2852001,87,0,2,0,0,0,0,0
Valle del Cauca,GUADALAJARA DE BUGA,1423,2019,11,1639001,3,0,0,0,0,0,0,0
Antioquia,LA CEJA,1423,2019,11,3923301,4,0,0,0,0,0,0,0
Nariño,SAN ANDRES DE TUMACO,1423,2019,11,3289101,0,0,0,0,0,0,0,0
Antioquia,COPACABANA,1423,2019,11,2242401,3,0,0,0,0,0,0,0
Valle del Cauca,VIJES,1423,2019,11,4604201,5,0,0,0,0,0,0,0
Antioquia,EL CARMEN DE VIBORAL,1423,2019,11,2209001,2,0,0,0,0,0,0,0
Chocó,BAGADÓ,1423,2019,11,1751201,10,0,0,0,0,0,0,0
Cundinamarca,CAPARRAPÍ,1423,2019,11,5742101,0,0,0,0,0,0,0,0
Casanare,AGUAZUL,1423,2019,11,1741201,0,0,0,0,0,0,0,0
Caldas,MANIZALES,1423,2019,11,1511201,0,0,0,0,0,0,0,0
Nariño,LA LLANADA,1423,2019,11,5451201,2,0,0,0,0,0,0,0
"Bogotá, D.C.","BOGOTÁ, D.C.",1423,2019,11,1525201,168,5,0,0,0,0,0,0
Bolívar,MAGANGUÉ,1423,2019,11,5752401,0,0,0,0,0,0,0,0
Risaralda,DOSQUEBRADAS,1423,2019,11,4604102,3,0,0,0,0,0,0,0
Córdoba,SAHAGÚN,1423,2019,11,2014002,1,0,0,0,0,0,0,0
Valle del Cauca,SEVILLA,1423,2019,11,4602201,8,0,0,0,0,0,0,0
Chocó,ISTMINA,1423,2019,11,1911201,2,0,0,0,0,0,0,0
Cesar,LA JAGUA DE IBIRICO,1423,2019,11,1523501,4,0,0,0,0,0,0,0
Santander,SAN GIL,1423,2019,11,2749901,4,0,0,0,0,0,0,0
Caldas,AGUADAS,1423,2019,11,2524102,4,0,0,0,0,0,0,0
Quindio,ARMENIA,1423,2019,11,2749301,822,0,12,0,0,0,0,0
Valle del Cauca,FLORIDA,1423,2019,11,1801101,48,0,0,0,0,0,0,0
Cundinamarca,CHOACHÍ,1423,2019,11,3342001,0,0,0,0,0,0,0,0
Quindio,LA TEBAIDA,1423,2019,11,4454202,0,0,0,0,0,0,0,0
Tolima,ESPINAL,1423,2019,11,1524101,9,0,0,0,0,0,0,0
Antioquia,BURITICÁ,1423,2019,11,2523902,2,0,0,0,0,0,0,0
Antioquia,GUATAPE,1423,2019,11,2551101,9,0,0,0,0,0,0,0
Boyacá,TIBASOSA,1423,2019,11,1014001,0,3,0,0,0,0,0,0
Santander,BARRANCABERMEJA,1423,2019,11,1523101,34,0,0,0,0,0,0,0
Caldas,NEIRA,1423,2019,11,4269301,5,0,0,0,0,0,0,0
Valle del Cauca,TULUÁ,1423,2019,11,1522301,7,0,0,0,0,0,0,0
Cundinamarca,NEMOCÓN,1423,2019,11,4604201,3,0,0,0,0,0,0,0
"Archipiélago de San Andrés, Providencia y Santa Catalina",SAN ANDRÉS,1423,2019,11,3281101,3,0,0,0,0,0,0,0
Meta,VILLAVICENCIO,1423,2019,11,5011802,429,0,0,0,0,0,0,0
Córdoba,MONTELÍBANO,1423,2019,11,4711302,0,0,0,0,0,0,0,0
Cundinamarca,SILVANIA,1423,2019,11,1919901,4,0,0,0,0,0,0,0
Risaralda,PEREIRA,1423,2019,11,4452101,0,0,0,0,0,0,0,0
Atlántico,MALAMBO,1423,2019,11,1521901,13,0,0,0,0,0,0,0
Quindio,CALARCA,1423,2019,11,2552401,5,0,0,0,0,0,0,0
Cundinamarca,ANAPOIMA,1423,2019,11,2522302,0,0,0,0,0,0,0,0
Antioquia,ENVIGADO,1423,2019,11,2749501,1,0,0,0,0,0,0,0
Boyacá,PAIPA,1423,2019,11,1802101,5,0,0,0,0,0,0,0
Valle del Cauca,RESTREPO,1423,2019,11,4524104,9,0,0,0,0,0,0,0
"Archipiélago de San Andrés, Providencia y Santa Catalina",SAN ANDRÉS,1423,2019,11,2521902,454,3,3,0,0,0,0,0
Córdoba,MONTELÍBANO,1423,2019,11,1751301,5,0,0,0,0,0,0,0
Cesar,VALLEDUPAR,1423,2019,11,1671101,11,0,0,0,0,0,0,0
"Bogotá, D.C.","BOGOTÁ, D.C.",1423,2019,11,4621401,2,0,0,0,0,0,0,0
Valle del Cauca,GUADALAJARA DE BUGA,1423,2019,11,5453002,51,0,0,0,0,0,0,0
Antioquia,SANTA ROSA DE OSOS,1423,2019,11,2012901,0,0,0,0,0,0,0,0
Boyacá,GUATEQUE,1423,2019,11,1521101,7,0,0,0,0,0,0,0
Boyacá,TUNJA,1423,2019,11,2642501,4,0,0,0,0,0,0,0
Norte de Santander,EL ZULIA,1423,2019,11,1950001,0,0,0,0,0,0,0,0
Valle del Cauca,CALI,1423,2019,11,5112001,0,0,0,0,0,0,0,0
Nariño,PASTO,1423,2019,11,5712201,41,1,0,0,0,0,0,0
Cundinamarca,GIRARDOT,1423,2019,11,2851202,12,1,0,0,0,0,0,0
Valle del Cauca,LA UNIÓN,1423,2019,11,1515901,0,0,0,0,0,0,0,0
Risaralda,SANTA ROSA DE CABAL,1423,2019,11,3014003,0,0,0,0,0,0,0,0
Boyacá,BELÉN,1423,2019,11,5453002,0,0,0,0,0,0,0,0
Magdalena,ARACATACA,1423,2019,11,3524101,2,0,0,0,0,0,0,0
Boyacá,TINJACÁ,1423,2019,11,1014001,0,1,0,0,0,0,0,0
Antioquia,RIONEGRO,1423,2019,11,4515302,25,0,0,0,0,0,0,0
Antioquia,ENVIGADO,1423,2019,11,5291901,9,1,0,0,0,0,0,0
Huila,NEIVA,1423,2019,11,3361302,1,0,0,0,0,0,0,0
Valle del Cauca,PALMIRA,1423,2019,11,1516301,7,0,0,0,0,0,0,0
Cundinamarca,ÚTICA,1423,2019,11,1634001,0,0,0,0,0,0,0,0
Meta,FUENTE DE ORO,1423,2019,11,5453002,12,0,0,0,0,0,0,0
Cundinamarca,MOSQUERA,1423,2019,11,1721001,3,0,0,0,0,0,0,0
Cundinamarca,GIRARDOT,1423,2019,11,1526101,1,0,0,0,0,0,0,0
Risaralda,PEREIRA,1423,2019,11,1014001,9,189,0,0,0,0,0,0
Antioquia,ENVIGADO,1423,2019,11,2181002,87,7,0,0,0,0,0,0
Antioquia,ARBOLETES,1423,2019,11,5281101,0,0,0,0,0,0,0,0
Santander,LOS SANTOS,1423,2019,11,2851202,2,0,0,0,0,0,0,0
Vichada,PUERTO CARREÑO,1423,2019,11,1523401,2,0,0,0,0,0,0,0
Magdalena,SANTA MARTA,1423,2019,11,1659301,41,0,0,0,0,0,0,0
Bolívar,CARTAGENA,1423,2019,11,3511101,26,0,0,0,0,0,0,0
Meta,SAN CARLOS DE GUAROA,1423,2019,11,3505101,4,0,0,0,0,0,0,0
Huila,NÁTAGA,1423,2019,11,4453001,0,0,0,0,0,0,0,0
Norte de Santander,OCAÑA,1423,2019,11,1950001,5,0,0,0,0,0,0,0
Santander,LEBRIJA,1423,2019,11,3410001,2,0,0,0,0,0,0,0
Sucre,SAN MARCOS,1423,2019,11,1749901,21,0,0,0,0,0,0,0
Boyacá,TUNJA,1423,2019,11,4602201,933,0,2,0,0,0,0,0
Córdoba,CIÉNAGA DE ORO,1423,2019,11,1504001,1,0,0,0,0,0,0,0
Huila,PALERMO,1423,2019,11,5133101,13,0,0,0,0,0,0,0
La Guajira,SAN JUAN DEL CESAR,1423,2019,11,1851201,9,0,0,0,0,0,0,0
Arauca,ARAUCA,1423,2019,11,1671901,11,0,0,0,0,0,0,0
Antioquia,SONSON,1423,2019,11,2012901,3,0,0,0,0,0,0,0
Sucre,SINCELEJO,1423,2019,11,1751501,9,0,0,0,0,0,0,0
Huila,PALERMO,1423,2019,11,3742102,0,0,0,0,0,0,0,0
Antioquia,LA ESTRELLA,1423,2019,11,1552101,15,0,0,0,0,0,0,0
Córdoba,MONTERÍA,1423,2019,11,3742102,1,0,0,0,0,0,0,0
Santander,BUCARAMANGA,1423,2019,11,3242201,0,0,0,0,0,0,0,0
Antioquia,RETIRO,1423,2019,11,4524104,4,0,0,0,0,0,0,0
Meta,GRANADA,1423,2019,11,1804101,20,0,0,0,0,0,0,0
Antioquia,ITAGUI,1423,2019,11,3158902,15,0,1,0,0,0,0,0
Nariño,CONTADERO,1423,2019,11,5453002,11,0,0,0,0,0,0,0
Boyacá,GUATEQUE,1423,2019,11,1523901,1,0,0,0,0,0,0,0
Valle del Cauca,PRADERA,1423,2019,11,4453001,7,0,0,0,0,0,0,0
Putumayo,VALLE DEL GUAMUEZ,1423,2019,11,5742101,9,0,0,0,0,0,0,0
Antioquia,MARINILLA,1423,2019,11,2011701,1,0,0,0,0,0,0,0
Cauca,POPAYÁN,1423,2019,11,1751501,27,123,0,0,0,0,0,0
Antioquia,BELLO,1423,2019,11,2553001,55,0,0,0,0,0,0,0
Putumayo,PUERTO ASÍS,1423,2019,11,2154101,0,0,0,0,0,0,0,0
Valle del Cauca,CAICEDONIA,1423,2019,11,1511101,3,0,0,0,0,0,0,0
Guainía,INÍRIDA,1423,2019,11,3900001,1,37,0,0,0,0,0,0
Tolima,MELGAR,1423,2019,11,1702001,34,1,0,0,0,0,0,0
Cundinamarca,VILLA DE SAN DIEGO DE UBATE,1423,2019,11,1014001,21,4,0,0,0,0,0,0
Cundinamarca,LA CALERA,1423,2019,11,3361102,2,0,0,0,0,0,0,0
Caldas,ANSERMA,1423,2019,11,1751301,3,1,0,0,0,0,0,0
Antioquia,APARTADÓ,1423,2019,11,3221101,1,0,0,0,0,0,0,0
Cundinamarca,GUAYABETAL,1423,2019,11,3454201,2,0,0,0,0,0,0,0
Caldas,BELALCÁZAR,1423,2019,11,1014001,0,1,0,0,0,0,0,0
Nariño,PASTO,1423,2019,11,1181001,8,2,0,0,0,0,0,0
Sucre,COROZAL,1423,2019,11,4524104,0,0,0,0,0,0,0,0
Cesar,VALLEDUPAR,1423,2019,11,4602301,40,2,0,0,0,0,0,0
Valle del Cauca,GUADALAJARA DE BUGA,1423,2019,11,4604201,25,0,0,0,0,0,0,0
Quindio,GÉNOVA,1423,2019,11,1751201,34,56,1,0,0,0,0,0
Tolima,PURIFICACIÓN,1423,2019,11,2749901,2,0,0,0,0,0,0,0
Santander,BARRANCABERMEJA,1423,2019,11,1522201,1,0,0,0,0,0,0,0
Antioquia,ENVIGADO,1423,2019,11,1851201,9,0,0,0,0,0,0,0
Antioquia,GIRARDOTA,1423,2019,11,3204001,10,0,0,0,0,0,0,0
Córdoba,MONTERÍA,1423,2019,11,1749901,72,20,0,0,0,0,0,0
Caldas,MANIZALES,1423,2019,11,2210201,0,0,0,0,0,0,0,0
Cundinamarca,SOPÓ,1423,2019,11,3151102,0,0,0,0,0,0,0,0
Risaralda,LA VIRGINIA,1423,2019,11,1523301,6,0,0,0,0,0,0,0
Atlántico,BARRANQUILLA,1423,2019,11,3331201,1,0,0,0,0,0,0,0
Caquetá,CURILLO,1423,2019,11,1751201,31,23,1,0,0,0,0,0
"Bogotá, D.C.","BOGOTÁ, D.C.",1423,2019,11,1741201,3685,367,2,0,0,0,0,0
Tolima,IBAGUÉ,1423,2019,11,2632001,0,0,0,0,0,0,0,0
Antioquia,BRICEÑO,1423,2019,11,1919101,1,0,0,0,0,0,0,0
Valle del Cauca,JAMUNDÍ,1423,2019,11,2014002,29,0,0,0,0,0,0,0
Bolívar,CARTAGENA,1423,2019,11,1853201,235,5,1,0,0,0,0,0
"Archipiélago de San Andrés, Providencia y Santa Catalina",SAN ANDRÉS,1423,2019,11,4514102,76,7,0,0,0,0,0,0
Tolima,ESPINAL,1423,2019,11,5742101,67,1,0,0,0,0,0,0
Risaralda,LA VIRGINIA,1423,2019,11,1919901,0,0,0,0,0,0,0,0
Norte de Santander,OCAÑA,1423,2019,11,3517002,0,0,0,0,0,0,0,0
Sucre,SINCELEJO,1423,2019,11,3221101,5,0,0,0,0,0,0,0
Boyacá,TOTA,1423,2019,11,1014001,0,0,0,0,0,0,0,0
Tolima,IBAGUÉ,1423,2019,11,4173003,3,0,0,0,0,0,0,0
Cundinamarca,LA MESA,1423,2019,11,2514101,3,0,0,0,0,0,0,0
Antioquia,JERICÓ,1423,2019,11,2012101,7,0,0,0,0,0,0,0
Santander,BUCARAMANGA,1423,2019,11,5523904,11,0,0,0,0,0,0,0
Cundinamarca,CHÍA,1423,2019,11,1660101,0,0,0,0,0,0,0,0
Sucre,SAN ONOFRE,1423,2019,11,3851101,0,0,0,0,0,0,0,0
Antioquia,NECOCLÍ,1423,2019,11,1751201,61,7,0,0,0,0,0,0
Bolívar,MORALES,1423,2019,11,1924101,0,0,0,0,0,0,0,0
Valle del Cauca,PALMIRA,1423,2019,11,2642501,0,0,0,0,0,0,0,0
Cundinamarca,CAJICÁ,1423,2019,11,4523903,2,0,0,0,0,0,0,0
Santander,PUENTE NACIONAL,1423,2019,11,1853101,18,4,0,0,0,0,0,0
Boyacá,SOATÁ,1423,2019,11,2642301,2,0,0,0,0,0,0,0
Antioquia,SABANETA,1423,2019,11,3369101,0,0,0,0,0,0,0,0
Putumayo,SAN MIGUEL,1423,2019,11,2012101,0,0,0,0,0,0,0,0
Antioquia,ENVIGADO,1423,2019,11,1659301,9,0,0,0,0,0,0,0
Santander,GIRÓN,1423,2019,11,2011901,3,0,0,0,0,0,0,0
Sucre,SAN LUIS DE SINCÉ,1423,2019,11,3900001,0,0,0,0,0,0,0,0
Santander,FLORIDABLANCA,1423,2019,11,1950001,334,0,0,0,0,0,0,0
Arauca,ARAUCA,1423,2019,11,1919101,5,0,0,0,0,0,0,0
Boyacá,CHIQUINQUIRÁ,1423,2019,11,2516101,6,0,0,0,0,0,0,0
Antioquia,EL CARMEN DE VIBORAL,1423,2019,11,1552201,2,0,0,0,0,0,0,0
Caldas,MARMATO,1423,2019,11,1741101,1,0,0,0,0,0,0,0
Casanare,VILLANUEVA,1423,2019,11,3642101,23,0,0,0,0,0,0,0
Meta,RESTREPO,1423,2019,11,3011201,0,0,0,0,0,0,0,0
Risaralda,SANTA ROSA DE CABAL,1423,2019,11,2151101,11,0,0,0,0,0,0,0
Atlántico,BARRANQUILLA,1423,2019,11,3209002,0,0,0,0,0,0,0,0
Casanare,TRINIDAD,1423,2019,11,3524101,0,0,0,0,0,0,0,0
Norte de Santander,LOS PATIOS,1423,2019,11,1702001,2,0,0,0,0,0,0,0
Córdoba,CERETÉ,1423,2019,11,3289902,0,0,0,0,0,0,0,0
Boyacá,VENTAQUEMADA,1423,2019,11,1751501,1,0,0,0,0,0,0,0
Antioquia,ITAGUI,1423,2019,11,3631001,60,0,3,0,0,0,0,0
Tolima,VENADILLO,1423,2019,11,3014003,11,0,0,0,0,0,0,0
Sucre,COVEÑAS,1423,2019,11,2514101,31,0,1,0,0,0,0,0
Norte de Santander,OCAÑA,1423,2019,11,3281101,0,0,0,0,0,0,0,0
Cundinamarca,CHÍA,1423,2019,11,1671301,1,0,0,0,0,0,0,0
Casanare,AGUAZUL,1423,2019,11,1523301,2,0,0,0,0,0,0,0
Valle del Cauca,FLORIDA,1423,2019,11,3642601,1,0,0,0,0,0,0,0
Norte de Santander,LOS PATIOS,1423,2019,11,3155102,9,0,0,0,0,0,0,0
"Archipiélago de San Andrés, Providencia y Santa Catalina",SAN ANDRÉS,1423,2019,11,1751401,0,0,0,0,0,0,0,0
Santander,PALMAS DEL SOCORRO,1423,2019,11,3410001,1,2,0,0,0,0,0,0
Cauca,PIENDAMÓ,1423,2019,11,1524101,2,0,0,0,0,0,0,0
Santander,BUCARAMANGA,1423,2019,11,3201001,29,0,0,0,0,0,0,0
